,reviewText,Positive,sentiment
3637,"great application ! easy enough set use make transferring file pc , mac , ipad , etc . easy painless & # 8230 ; & # 8230 ; .and base application free . business use , added space inexpensive share th",1,"('Neutral', {'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.9508})"
3638,"service par cloud-based storage service available right . upload lot file type , integration microsoft office web apps interesting idea , yet explore fully .",1,"('Neutral', {'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.4019})"
3639,"great cloud storage app , ever since limited time march 23rd get 50gb free lifetime sign . excellent limited space kindle fire make easy sideload apps 've backed androi",1,"('Neutral', {'neg': 0.154, 'neu': 0.471, 'pos': 0.375, 'compound': 0.872})"
3640,"tried cloud storage tried dropbox first hand . use place give free 50 gig account pretty descent amount option music , movie , even program whatever would like",1,"('Neutral', {'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.9042})"
3641,"plenty free room board , lol .. nothing best ! . use & quot ; file expert & quot ; back none amazone file ... n't heard , go check review list nothing & quot ; must have & quot ; kf user . app",1,"('Neutral', {'neg': 0.087, 'neu': 0.748, 'pos': 0.165, 'compound': 0.4632})"
3642,great product sharing vids pic ... great holding place vids n't want store phone,1,"('Neutral', {'neg': 0.055, 'neu': 0.45, 'pos': 0.495, 'compound': 0.8952})"
3643,"could get work . oddly , several attempt , still mystery . dropbox worked much better .",0,"('Neutral', {'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404})"
3644,great app store use doc 's picture across device . used box dropbox .,1,"('Neutral', {'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.6249})"
3645,"sign lg device , get 50gb storage . free ? yes , sir ! throwing file time time , n't much use suit fine .",1,"('Neutral', {'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.7959})"
3646,happy box kindle fire hd . performs exactly expected . able post powerpoint box view presentation kindle even though powerpoint app kindle .,1,"('Neutral', {'neg': 0.1, 'neu': 0.747, 'pos': 0.154, 'compound': 0.3182})"
3647,collaborate band mate using app . 'll record stuff upload box way check 'm writing . signed box 50gb free storage lifetime deal still going,1,"('Neutral', {'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.5106})"
3648,access box dropbox account quickoffice pro app . avenue n't work want download onto local memory . box app allows full access box file let download device . handy ' r,1,"('Neutral', {'neg': 0.047, 'neu': 0.953, 'pos': 0.0, 'compound': -0.0572})"
3649,"use program consistently ! work great samsung galaxy note 10.1 , laptop desktop . best app sharing job !",1,"('Neutral', {'neg': 0.0, 'neu': 0.507, 'pos': 0.493, 'compound': 0.9133})"
3650,"great cloud solution backing , sharing , storing viewing anywhere ... file etcetera . try , 'll like forever .",1,"('Good', {'neg': 0.0, 'neu': 0.439, 'pos': 0.561, 'compound': 0.8957})"
3651,"n't know box even work kindle fire . downloaded amazon app store & amp ; installed , never able log ! 's week , emailed support response ! ! whenever try log email/password sa",0,"('Neutral', {'neg': 0.078, 'neu': 0.75, 'pos': 0.172, 'compound': 0.4359})"
3652,work great picture file saved good app use time . never issue easy use,1,"('Neutral', {'neg': 0.113, 'neu': 0.424, 'pos': 0.462, 'compound': 0.8123})"
3653,someone wrote ca n't upload multiple file free version . incorrect . . 's option . use time . great service - free account ! problem wi,1,"('Neutral', {'neg': 0.091, 'neu': 0.539, 'pos': 0.37, 'compound': 0.8516})"
3654,"easy set easy use . installed laptop kindle problem . ; use often since cloud apps , 's good overflow share project user . case n't get , li",1,"('Neutral', {'neg': 0.085, 'neu': 0.57, 'pos': 0.345, 'compound': 0.802})"
3655,"thought & # 34 ; dropbox & # 34 ; realized really . since uninstalled kindle cloud . like & # 34 ; dropbox & # 34 ; better . figure cancel box account , 'd really happy . anyon",0,"('Neutral', {'neg': 0.066, 'neu': 0.625, 'pos': 0.309, 'compound': 0.8122})"
3656,go wrong free storage . admit 've gotten use dropbox past seeing box recently added sycing desktop app think dropbox real competition .,1,"('Neutral', {'neg': 0.118, 'neu': 0.687, 'pos': 0.195, 'compound': 0.25})"
3657,keep saying sso token bad signing google 2 step verification kindle fire . please fix soon .,0,"('Neutral', {'neg': 0.307, 'neu': 0.573, 'pos': 0.12, 'compound': -0.5574})"
3658,tie computer work norton recommend lack use people,0,"('Neutral', {'neg': 0.213, 'neu': 0.556, 'pos': 0.231, 'compound': 0.0516})"
3659,"50 gb box storage awesome . ton music file , power-point , word doc . easy upload , access go . never issue . combine pogoplug app , google drive , solves private/public cloud infrastructure",1,"('Neutral', {'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.8442})"
3660,"use dropbox well . never enough storage , especially kindle fire.they running special promote right 30 day .. get upgraded 50 gb storage lifetime fee . n't miss !",1,"('Neutral', {'neg': 0.0, 'neu': 0.697, 'pos': 0.303, 'compound': 0.7984})"
3661,"app great way connect device kindle fire home computer & sync . well . able set quickly work well stay organized office home , able look important file",1,"('Neutral', {'neg': 0.076, 'neu': 0.603, 'pos': 0.321, 'compound': 0.7717})"
3662,"honest . use box also use cloud storage , one apple , one microsoft find three ease , accessibility value . never pushed limit shifted",1,"('Neutral', {'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.802})"
3663,pretty much like mobile box apps . really arent many way mess cloud storage app . 's easy use great use cloud storage .,1,"('Neutral', {'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.9301})"
3664,"easy way save important file photo ever worry losing . lost jump drive , destroyed cd 's , crashed hard drive lose precious information .",1,"('Neutral', {'neg': 0.401, 'neu': 0.292, 'pos': 0.308, 'compound': -0.3612})"
3665,"app work well able sync tablet , cell phone , & computer sync cloud . sharing simple well . signed free 5gb box ended giving lifetime 50gb free ! also gave",1,"('Neutral', {'neg': 0.0, 'neu': 0.538, 'pos': 0.462, 'compound': 0.9359})"
3666,good working app worked phone worked tablet worked computer,1,"('Neutral', {'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404})"
3667,"ideal package anyone multiple computer , smart cell phone , e reader . back everything access device . nice .",1,"('Neutral', {'neg': 0.0, 'neu': 0.553, 'pos': 0.447, 'compound': 0.836})"
3668,great way store stuff device . also make much easier side load apps device normally available .,1,"('Neutral', {'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.7845})"
3669,easy get along use . pass thing one device next easily . could simple use,1,"('Neutral', {'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.6486})"
3670,easy use simple window mac integration ; also using iphone kindle hd . finally 50 gb box storage awesome .,1,"('Neutral', {'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.7906})"
3671,box mobile device like ease use . also use storage program box compliment well .,1,"('Good', {'neg': 0.0, 'neu': 0.469, 'pos': 0.531, 'compound': 0.8481})"
3672,really love teach u different greek name think greek fan get,1,"('Neutral', {'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.7778})"
3673,"never studied greek mythology school definitely interest basic , app perfect . app maker interesting apps , purchased . $ 1.00 per app , go wrong.this type",1,"('Neutral', {'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.9022})"
3674,'s boring waste money.i would recommend app . little info like said ..... boring .,0,"('Neutral', {'neg': 0.368, 'neu': 0.398, 'pos': 0.235, 'compound': -0.3976})"
3675,fun . pretty simple addictive game . good passing time.-samsung interceptthere reason 1 star review .,1,"('Good', {'neg': 0.0, 'neu': 0.489, 'pos': 0.511, 'compound': 0.8555})"
3676,"abduction ! super fun , ive also played demo.they work great fire.i cant wait till free cuz parent said 2 free",1,"('Neutral', {'neg': 0.269, 'neu': 0.322, 'pos': 0.409, 'compound': 0.6992})"
3677,simple premise hard master . said kid mode jump . perfect letting kid entertain self worrying getting frustrated hitting phone .,1,"('Neutral', {'neg': 0.275, 'neu': 0.496, 'pos': 0.229, 'compound': -0.0516})"
3678,"app lot fun , took little beat fun whole way .... first abduction lot fun 1 think way better .",1,"('Neutral', {'neg': 0.133, 'neu': 0.42, 'pos': 0.448, 'compound': 0.8402})"
3679,go setting turn hi def mode make look whole lot better . great game waste time .,1,"('Neutral', {'neg': 0.128, 'neu': 0.55, 'pos': 0.321, 'compound': 0.6369})"
3680,"title screen okay , screen messed . shame since played andenjoyed first one",0,"('Neutral', {'neg': 0.327, 'neu': 0.417, 'pos': 0.256, 'compound': -0.296})"
3681,"really loved first game , one good , fun feature . 've enjoyed every minute 've played game !",1,"('Good', {'neg': 0.0, 'neu': 0.379, 'pos': 0.621, 'compound': 0.9467})"
3682,rip doodle jump gamehpuse . would like give good review merely knockoff,0,"('Neutral', {'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6597})"
3683,"fun addicting game . much fun could stop playing even laying hammock , tilted phone much went flying .",1,"('Neutral', {'neg': 0.097, 'neu': 0.531, 'pos': 0.372, 'compound': 0.7351})"
3684,"simple fun game . would mind pay $ 0.99 , free today , get .",1,"('Neutral', {'neg': 0.093, 'neu': 0.467, 'pos': 0.44, 'compound': 0.7351})"
3685,fun time killer . free version amazing ! glad free today . developer really great job game .,1,"('Good', {'neg': 0.132, 'neu': 0.214, 'pos': 0.654, 'compound': 0.9523})"
3686,"'s better original damn charming ! doodle jump similar , loyalty lie one .",1,"('Good', {'neg': 0.126, 'neu': 0.279, 'pos': 0.595, 'compound': 0.8777})"
3687,"load fun , look better doodle jump . like customizable animal . also game good campaign mode .",1,"('Good', {'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.891})"
3688,"fantastic app get free thanks amazon ! would happily paid knew fun . doodle jump may bit polished , game much ... fun fun fun !",1,"('Good', {'neg': 0.0, 'neu': 0.31, 'pos': 0.69, 'compound': 0.9816})"
3689,"abduction game , one every bit good others.the thing like fact load , play couple level , put away matter minute . perfect go gaming",1,"('Neutral', {'neg': 0.121, 'neu': 0.478, 'pos': 0.401, 'compound': 0.7783})"
3690,"game bit repetitive , perhaps 's much game bounce around using accelerometer . taken , excellent game , though , see wasting quite bit time bus th",1,"('Neutral', {'neg': 0.172, 'neu': 0.693, 'pos': 0.135, 'compound': 0.0})"
3691,"improved graphic game play original version , still great game . new feature like trampoline fun.i n't know , lot people like troll daily free game . perhaps developer game",1,"('Good', {'neg': 0.0, 'neu': 0.485, 'pos': 0.515, 'compound': 0.9595})"
3692,"'ve abduction long time not-quite-perfect substitute doodle-jump , n't expect much , 's fun ! son absolutely love visiting different country purchasing item `` store '' . really go",1,"('Neutral', {'neg': 0.112, 'neu': 0.649, 'pos': 0.239, 'compound': 0.6468})"
3693,"figured would hate game started playing , played till could n't get game . fun !",1,"('Neutral', {'neg': 0.336, 'neu': 0.452, 'pos': 0.211, 'compound': -0.5414})"
3694,great game especially free ! get regret . stupid twenty word limit need go .,1,"('Neutral', {'neg': 0.288, 'neu': 0.356, 'pos': 0.356, 'compound': 0.3656})"
3695,think best game ever . play time love jumping . better way spend time save adorable animal . best way spend time playing volleyball .,1,"('Good', {'neg': 0.0, 'neu': 0.332, 'pos': 0.668, 'compound': 0.9779})"
3696,white box covering screen . played . otherwise work great phone . loved original version game .,0,"('Good', {'neg': 0.0, 'neu': 0.415, 'pos': 0.585, 'compound': 0.9136})"
3697,fact game us profile 5 star ! whole family compete high score ! really n't know game ca n't this.this game fun also ! love excelerometer use !,1,"('Neutral', {'neg': 0.093, 'neu': 0.722, 'pos': 0.185, 'compound': 0.567})"
3698,2/7/12 app n't work . close unexpectedly get main menu . kindle problem since dropped apps seem mine . would give 5 star n't work fire tablet .,0,"('Neutral', {'neg': 0.105, 'neu': 0.816, 'pos': 0.079, 'compound': -0.169})"
3699,"n't love bouncing cow around . wait , n't sound right . game great really enjoyed .",1,"('Neutral', {'neg': 0.16, 'neu': 0.475, 'pos': 0.365, 'compound': 0.6514})"
3700,uh umm uh huh ummmm wtd heck .. say one sensible word app suck dont waste time . goofy game uninstall within second playing,0,"('Neutral', {'neg': 0.107, 'neu': 0.74, 'pos': 0.153, 'compound': 0.0598})"
3701,"cutest game , ever . 's especially useful killing time queue similar situation , simple colourful gameplay , n't even need two hand even thumb - yay ! yet see anything cuter cow wearing",1,"('Neutral', {'neg': 0.107, 'neu': 0.502, 'pos': 0.392, 'compound': 0.9101})"
3702,"originally first one free trial loved . able get sequel free great . yes 's lot repetition , get harder rewarding unlockable content characters.the reason like doodle",1,"('Good', {'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.9726})"
3703,: game need permission like reading identity internet access . n't install apps give automatically one star . teach spying n't pay .,0,"('Neutral', {'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0.4207})"
3704,"original abduction great game , managed find way improve . already bought droid marketplace , still ca n't complain . great job , developer , keep good work , prop amazon worthwhile f",1,"('Good', {'neg': 0.09, 'neu': 0.378, 'pos': 0.532, 'compound': 0.9494})"
3705,"fun , simple game ! worth time download , great play spare minute . much else say .",1,"('Good', {'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.8999})"
3706,"really wanted like one . pause incoming call , break need force close . also playing , screen cleared ( cow platform , except end half screen early ) . finally feint suck .",0,"('Neutral', {'neg': 0.097, 'neu': 0.703, 'pos': 0.2, 'compound': 0.2682})"
3707,n't gotten app im writing response people giving game low rating purchase game early . encountered morning smart enough wait monkies ! would go ahead,1,"('Neutral', {'neg': 0.076, 'neu': 0.727, 'pos': 0.196, 'compound': 0.5093})"
3708,app fun easy use ... photography & amp ; collage hobby mine ... ability make collage kindle fire great ! another great app expression creativity !,1,"('Good', {'neg': 0.064, 'neu': 0.402, 'pos': 0.533, 'compound': 0.9551})"
3709,keep crashing freezing . let add image background . wo n't return money ! ! ! ! disappointed .,0,"('Neutral', {'neg': 0.093, 'neu': 0.661, 'pos': 0.246, 'compound': 0.5142})"
3710,great app . developer responsive time 've raised question made suggestion . highly recommend app !,1,"('Neutral', {'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.8653})"
3711,"app great someone love picture like me.it 's easy unlike apps . recommended anyone , wo n't regret 's free .",1,"('Good', {'neg': 0.086, 'neu': 0.349, 'pos': 0.565, 'compound': 0.9341})"
3712,first time used awsome ! everytime clicked said must forclose . waste money .,0,"('Neutral', {'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.4753})"
3713,fun love dose sister lot fun think like,1,"('Good', {'neg': 0.0, 'neu': 0.231, 'pos': 0.769, 'compound': 0.9231})"
3714,"old version app . checked google play updated - version 20120405 done april 5 , 2012. wrote developer hopefully send updated app tested amazon - amazon offer u",1,"('Neutral', {'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.7579})"
3715,"n't type game normally play . said , played game 6 hour straight . good graphic control . fairly easy figure small learning curve . totally worth 99c .",1,"('Neutral', {'neg': 0.0, 'neu': 0.521, 'pos': 0.479, 'compound': 0.9134})"
3716,game addicting depth . got free app day would totally paid 5 $ . wish icon button little bigger get hang . currently guilty pleasure . great time passer,1,"('Neutral', {'neg': 0.08, 'neu': 0.516, 'pos': 0.404, 'compound': 0.9058})"
3717,"confusing undocumented gameplay , lack instruction , description game control made app unusable . 'm uninstalling .",0,"('Neutral', {'neg': 0.276, 'neu': 0.724, 'pos': 0.0, 'compound': -0.4939})"
3718,great graphic . people complaining app free android market . ok ? guess time precious expensive whine getting free game.just starting playing game okay . work,1,"('Good', {'neg': 0.114, 'neu': 0.346, 'pos': 0.54, 'compound': 0.9432})"
3719,"usually n't leave review , 'm addicted game . first , little confusing , two level campaign , could n't get enough .",1,"('Neutral', {'neg': 0.091, 'neu': 0.845, 'pos': 0.065, 'compound': -0.1177})"
3720,"praise complaint top rated review really cover app quite well . quite learning curve trial error , stick game certainly begin shine . townsman reminds age empire pc .",1,"('Neutral', {'neg': 0.144, 'neu': 0.557, 'pos': 0.299, 'compound': 0.6478})"
3721,"waiting play app like . great concept 's fairly well executed , except interface hard hit finger . fun game fix bug",1,"('Neutral', {'neg': 0.049, 'neu': 0.451, 'pos': 0.5, 'compound': 0.9186})"
3722,wont download kindle fire deleted three apps turned nothing sam error saying installation failed try shin n't get waste mouney,0,"('Neutral', {'neg': 0.127, 'neu': 0.617, 'pos': 0.256, 'compound': 0.3239})"
3723,"reading instruction , rule , regulation take forever ! could take time memorize life ? ? ? ? ?",0,"('Neutral', {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0})"
3724,guy n't know difference paid free apps say god help know . 're trying say amazon trying pull something u . 's great game without add unlike,1,"('Neutral', {'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.9169})"
3725,super fun addicting game ! sorta reminds little bit age empire ! overall fun addicting game !,1,"('Good', {'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.9077})"
3726,"take little -- well , lot , really -- time getting used control . getting game lot fun , challenging , quite addicting little time-suck . campaign mode great play nice drop",1,"('Neutral', {'neg': 0.057, 'neu': 0.512, 'pos': 0.432, 'compound': 0.9173})"
3727,game make hard understand basic gameplay give headache due poor graphic . developer could done better .,0,"('Neutral', {'neg': 0.232, 'neu': 0.619, 'pos': 0.149, 'compound': -0.1531})"
3728,"work great droid x. different lot fun . previous review , 's free ad-supported version game android market . paid version currently cost $ 1.36 something like",1,"('Neutral', {'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.9217})"
3729,least 6 month ago scooped title free android market . n't know started charging . none le great game . easy learn difficulty ramp nicely . updated frequently . half sim city/ half,1,"('Neutral', {'neg': 0.155, 'neu': 0.598, 'pos': 0.247, 'compound': 0.5277})"
3730,glad never paid would 've waste money . lot potential game thrown aside shoddy amateur dev . game interaction nearly impossible nothing intuitive .,0,"('Neutral', {'neg': 0.113, 'neu': 0.766, 'pos': 0.121, 'compound': 0.0516})"
3731,"absolutely infuriating game figure , didnt uninstall immediately.i seven month . keep playing it.little change make big difference , like start first farm meat , build manor h",1,"('Neutral', {'neg': 0.132, 'neu': 0.714, 'pos': 0.154, 'compound': -0.101})"
3732,"first bored learning play never fun , got used , became best game ever ( android ) highly addictive , fun play well usually .",1,"('Neutral', {'neg': 0.245, 'neu': 0.392, 'pos': 0.363, 'compound': 0.5568})"
3733,"game addictive . flawless vizio tablet , single core . think pc game & quot ; civilization revolution & quot ; . graphic breath taking , ca n't believe look better pc game , console game cost upwards 64.00",1,"('Neutral', {'neg': 0.074, 'neu': 0.826, 'pos': 0.101, 'compound': 0.2249})"
3734,found game debth app . addicted last hours.the game n't come clear instruction take patience figure need . feel like little better time,1,"('Neutral', {'neg': 0.086, 'neu': 0.712, 'pos': 0.202, 'compound': 0.4447})"
3735,"'s used teach french ! creative , challenging game start basic . mastery game take - played end campaign mode least 5 time learning enough conque",1,"('Neutral', {'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.7345})"
3736,"game challenging addicting ! fan older strategy game , first android game even come close meeting expectation .",1,"('Neutral', {'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4926})"
3737,"like game , 's entertaining fun . 's fast enough like arcade action game requires power hungry processor save battery time . 'd like see rpgs , specially historical category",1,"('Neutral', {'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.9423})"
3738,could game real people since really sick/of cartoon folk . downloaded reason rate mention issue . real people make game better many adult .,1,"('Neutral', {'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4404})"
3739,one best mobile game . engaging enough keep entertained hour . definitely worth five star,1,"('Good', {'neg': 0.0, 'neu': 0.365, 'pos': 0.635, 'compound': 0.9169})"
3740,weird dream lately really helped make sense dream ike feeling relieving know subconscious make better sense event solve problem life awsome app,1,"('Neutral', {'neg': 0.141, 'neu': 0.45, 'pos': 0.408, 'compound': 0.743})"
3741,told myself.gets right point.also u search keywords ur dream.i 'm keeping 1.it tell meaning ur dream u had.great app .,1,"('Neutral', {'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.25})"
3742,really love dream app pin pointed dream soon found kind dream 've looked people hit right dot,1,"('Good', {'neg': 0.0, 'neu': 0.449, 'pos': 0.551, 'compound': 0.9291})"
3743,tried install app message came stating install . dream dictionary corrupted . yeah . ca n't offer review one . anyone else problem ?,0,"('Neutral', {'neg': 0.118, 'neu': 0.699, 'pos': 0.183, 'compound': 0.128})"
3744,really like looking thing dream app . lot word although could n't find usually find lot one im looking . actually make sense dreamt time,1,"('Neutral', {'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.5849})"
3745,wantedjust wanted iti would recommend everyonein perfect condition love,1,"('Good', {'neg': 0.0, 'neu': 0.366, 'pos': 0.634, 'compound': 0.886})"
3746,app really n't really tell ur dream mean . u want good dream app get dream jourounal .,0,"('Good', {'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.8398})"
3747,"poorly put together , visually appealing all.plus ton advertisement popping take eye searching first place.thankfully free 'd payed 'd pissed.ri",0,"('Neutral', {'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.5106})"
3748,"99 % look n't , even color ! n't waste time one . dream catcher better , great , better .",0,"('Good', {'neg': 0.0, 'neu': 0.383, 'pos': 0.617, 'compound': 0.9263})"
3749,"vivid dreamer kick look meaning may may ! sometimes , right money : )",1,"('Neutral', {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0})"
3750,"let load basic health care need emergency . kindle , special lock feature health care professional access without pas code .",1,"('Neutral', {'neg': 0.101, 'neu': 0.545, 'pos': 0.354, 'compound': 0.7579})"
3751,"unlike samsung s4 , htc droid dna seemed option displaying information lock screen letting someone found phone simply dial another number let know it.this app solved problem.i ac",1,"('Neutral', {'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.34})"
3752,acquaintance recently lost phone ride disneyland told good luck getting back . ice contact accessible lock screen phone disneyland called one contact next morning say p,1,"('Neutral', {'neg': 0.079, 'neu': 0.719, 'pos': 0.202, 'compound': 0.5574})"
3753,look good kindle fire ... ideal student . really nice free app . cqn get google.com get fewer step .,1,"('Neutral', {'neg': 0.088, 'neu': 0.438, 'pos': 0.474, 'compound': 0.8903})"
3754,"want periodic table reference , ya go . straight , point , easy use . thanks guy !",1,"('Good', {'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.807})"
3755,complete easy understand . like feature alphabetically finding element learn detail .,1,"('Neutral', {'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.6597})"
3756,periodic table app handy way quickly view periodic table . app easy use interface allow select element get pronunciation ( clearly speaks name ) 's property . also support search fun,1,"('Neutral', {'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.91})"
3757,"great application , everything work great , useful studying periodic table , use time people look envy , old-fashioned paper periodic table , work them.awesom",1,"('Neutral', {'neg': 0.072, 'neu': 0.548, 'pos': 0.38, 'compound': 0.875})"
3758,"table , learning resource come well . 's great studying , 's essential chemistry .",1,"('Neutral', {'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.7351})"
3759,'m scientist educated man dirty faced old man 's view - pretty good record common folk need remind & # 34 ; almighty & # 34 ; built along time ago .,1,"('Neutral', {'neg': 0.097, 'neu': 0.7, 'pos': 0.203, 'compound': 0.4939})"
3760,"everything need small package . really good reference app phone tablet deliver element could possibly need . smartphone kindle . never problem function , funny permission",1,"('Neutral', {'neg': 0.09, 'neu': 0.707, 'pos': 0.203, 'compound': 0.4669})"
3761,"periodic table app installed ran fine kindle fire . worked well portrait landscape mode . retired engineer , n't really need handy periodic table , science lover , 've always fascinated them.this peri",1,"('Neutral', {'neg': 0.066, 'neu': 0.635, 'pos': 0.298, 'compound': 0.8126})"
3762,"chemist opinion may spot someone experience . found app useful complete . would liked option sort/identify according various element property , conduc",1,"('Neutral', {'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.6908})"
3763,"great resource anyone interested chemistry , physic , etc . periodic table clicking element reveals wealth information . video interesting information anyone level .",1,"('Neutral', {'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.9136})"
3764,"memorizing periodic table element chemistry class basic . way drill , make drill convenient fun app . work well kindle fire suitable age .",1,"('Neutral', {'neg': 0.097, 'neu': 0.685, 'pos': 0.218, 'compound': 0.4588})"
3765,table inaccurate element n't real labeling horrible halogen ! get app got c science test used app study,0,"('Neutral', {'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.484})"
3766,"written book subject prettier , handy kindle fire .",1,"('Neutral', {'neg': 0.229, 'neu': 0.476, 'pos': 0.295, 'compound': 0.1779})"
3767,app great nursing student hospital . 's awesome able simply pull resource quickly timely .,1,"('Neutral', {'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.8481})"
3768,"'m guessing many need periodic table usually , n't either . time . free .",1,"('Neutral', {'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4023})"
3769,app well designed . student find easy use helpful give amount info needed anyone starting studying element !,1,"('Neutral', {'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.7959})"
3770,great help . contains information one would need link wikipedia . thing would make better would able click element info page come .,1,"('Neutral', {'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.8658})"
3771,"moment , well could best game kindle fire ( among game like avatar asphalt 6 ) . game little overpriced considering amount level game . however , happy bought .",1,"('Neutral', {'neg': 0.075, 'neu': 0.533, 'pos': 0.392, 'compound': 0.8779})"
3772,game great kindle fire samsung vibrant . way disappointed game .,1,"('Neutral', {'neg': 0.306, 'neu': 0.278, 'pos': 0.417, 'compound': 0.4588})"
3773,"fun game great visuals sound . expecting like auto-aim , handled pretty well game still challenging .",1,"('Good', {'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.9413})"
3774,compatible android velocity t301 cruz 7-inch tablet stated . : ( guess need ram run .,0,"('Neutral', {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0})"
3775,"tried free version good . distractingly good . always want try one time get higher score , go pretty fast , mess either restart finish quick start . 's quick way ki",1,"('Neutral', {'neg': 0.127, 'neu': 0.519, 'pos': 0.353, 'compound': 0.8271})"
3776,"game really fun like 3 different style play n't get bored thing . there timed target game , original knock get increasingly difficult ,",1,"('Neutral', {'neg': 0.085, 'neu': 0.476, 'pos': 0.438, 'compound': 0.855})"
3777,"first got ck2 amazon kindle fire ( hd ) , enjoyed , got ck3 loved even . turn someone swiped ck3 put amazon wrote infinite dream found ck3 amazon illegally 's",1,"('Neutral', {'neg': 0.067, 'neu': 0.532, 'pos': 0.401, 'compound': 0.872})"
3778,relieved find app kindle fire searching among option . bought sync capability google calendar . syncs way . count apps 've actually purchased worth every dim,1,"('Neutral', {'neg': 0.089, 'neu': 0.743, 'pos': 0.167, 'compound': 0.2732})"
3779,"moved android o two year ago , used astrid task list business calendar scheduling . astrid went business month ago , decided try calengoo . 'd known powerful to-do function , would",1,"('Neutral', {'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.4215})"
3780,awesome something calendarwise share electronics thru gmail ... switch device still calendar,1,"('Neutral', {'neg': 0.0, 'neu': 0.613, 'pos': 0.387, 'compound': 0.743})"
3781,"downloaded two calendar apps free try , kept coming back calengoo . n't even use google calendar sync , apps would worked , may cost le , one feature , reminder customize-ab",1,"('Neutral', {'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.5106})"
3782,app allows sync google task fire android phone . calender look great 's much better stock android ( even one jelly bean ) ! would recommend anyone . great buy,1,"('Neutral', {'neg': 0.066, 'neu': 0.551, 'pos': 0.383, 'compound': 0.9098})"
3783,calendar amazing ! synced google calendar phone kindle fire . keep to-do ( task ) list also . n't know many time saved life reminder ! spend money ... worth .,1,"('Neutral', {'neg': 0.076, 'neu': 0.635, 'pos': 0.289, 'compound': 0.7707})"
